Nama,Kabupaten,Kecamatan,Kelurahan,Luas,Jenis
Taman Anggrek Rosliana, Jakarta Barat , Palmerah , Kemanggisan ,1000, Taman Lingkungan 
Taman Anggrek Garuda, Jakarta Barat , Palmerah , Kemanggisan ,1120, Taman Lingkungan 
Taman Komodo, Jakarta Barat , Palmerah , Kemanggisan ,1867, Taman Lingkungan 
Taman Garuda (Koramil), Jakarta Barat , Palmerah , Kemanggisan ,638, Taman Lingkungan 
Taman Kemanggisan Utara, Jakarta Barat , Palmerah , Kemanggisan ,1000, Taman Lingkungan 
Taman Anggrek Garuda 2, Jakarta Barat , Palmerah , Kemanggisan ,1000, Taman Lingkungan 
Taman KS. Tubun, Jakarta Barat , Palmerah , Kota Bambu Selatan ,104, Taman Lingkungan 
Taman Katalia I, Jakarta Barat , Palmerah , Kota Bambu Utara ,500, Taman Lingkungan 
Taman Katalia II, Jakarta Barat , Palmerah , Kota Bambu Utara ,897, Taman Lingkungan 
Taman Blok C Slipi F2, Jakarta Barat , Palmerah , Palmerah ,63, Taman Lingkungan 
Taman Anggrek Garuda V, Jakarta Barat , Palmerah , Palmerah ,1677, Taman Lingkungan 
Taman Anggrek Neli Murni, Jakarta Barat , Palmerah , Palmerah ,1578, Taman Lingkungan 
Taman Nely Murni Blok F2, Jakarta Barat , Palmerah , Palmerah ,300, Taman Lingkungan 
Taman Ang. Nely Murni Blok B, Jakarta Barat , Palmerah , Palmerah ,1272, Taman Lingkungan 
Taman Komp. DPR, Jakarta Barat , Palmerah , Palmerah ,1713, Taman Lingkungan 
Taman Maphar, Jakarta Barat , Taman Sari , -   ,554, Taman Lingkungan 
REFUNGSI SPBU NO. 34-11101 Jl.Hayam Wuruk (Sisi Selatan), Jakarta Barat , Taman Sari , -   ,1125, Taman Lingkungan 
Taman Keadilan, Jakarta Barat , Taman Sari , Glodok ,70, Taman Lingkungan 
Taman Lindetives, Jakarta Barat , Taman Sari , Glodok ,1027, Taman Lingkungan 
Taman Glodok, Jakarta Barat , Taman Sari , Glodok ,47, Taman Lingkungan 
Taman Jl.Kesederhanaan, Jakarta Barat , Taman Sari , Glodok ,214, Taman Lingkungan 
Taman Pom Bensin, Jakarta Barat , Taman Sari , Glodok ,296, Taman Lingkungan 
Taman Jayakarta, Jakarta Barat , Taman Sari , Mangga Besar ,411, Taman Lingkungan 
Taman Lada, Jakarta Barat , Taman Sari , Pinangsia ,1497, Taman Lingkungan 
Taman Kant Kec. Taman Sari, Jakarta Barat , Taman Sari , Pinangsia ,1193, Taman Lingkungan 
Taman Plaza Air Mancur, Jakarta Barat , Taman Sari , Pinangsia ,750, Taman Lingkungan 
Taman Segitiga Pinangsia, Jakarta Barat , Taman Sari , Pinangsia ,132, Taman Lingkungan 
Taman Gereja Sion, Jakarta Barat , Taman Sari , Pinangsia ,1134, Taman Lingkungan 
Taman Stas. Kota Air Mancur, Jakarta Barat , Taman Sari , Pinangsia ,2680, Taman Lingkungan 
Taman Eks SPBU No.31-11102 Jl.Hayam Wuruk (Sisi Utara), Jakarta Barat , Taman Sari , Taman Sari ,888, Taman Lingkungan 
Taman Segitiga, Jakarta Barat , Tambora , -   ,301, Taman Lingkungan 
Taman Jembatan Besi, Jakarta Barat , Tambora , Jembatan Besi ,2833, Taman Lingkungan 
Taman Tanah Sereal (Pekapuran), Jakarta Barat , Tambora , Tanah Sereal ,598, Taman Lingkungan 
Taman Genjing, Jakarta Pusat , Cempaka Putih , -   ,1572, Taman Lingkungan 
Taman Cempaka Putih Tengah IV, Jakarta Pusat , Cempaka Putih , -   ,272, Taman Lingkungan 
Taman Percetakan Negara IV, Jakarta Pusat , Cempaka Putih , -   ,14, Taman Lingkungan 
Taman Rawasari Barat IX, Jakarta Pusat , Cempaka Putih , -   ,636, Taman Lingkungan 
Taman Perempatan Cemp. Putih, Jakarta Pusat , Cempaka Putih , Cempaka Putih Barat ,500, Taman Lingkungan 
Taman Cempaka Putih Barat ( Perempatan ), Jakarta Pusat , Cempaka Putih , Cempaka Putih Barat ,500, Taman Lingkungan 
Taman Cemp. Putih Tengah IX, Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,620, Taman Lingkungan 
Taman Rawasari Barat (Jembatan Serong), Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,924, Taman Lingkungan 
Taman Cemp. Putih Tengah X, Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,490, Taman Lingkungan 
Taman Jembatan Serong (CemPut Tmr), Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,1003, Taman Lingkungan 
Taman Cempaka Putih Tengah 33 A, Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,860, Taman Lingkungan 
Taman Cemp. Putih Tengah XII, Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,220, Taman Lingkungan 
Taman Cemp. Putih Tengah IV, Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,209, Taman Lingkungan 
Taman Coca Cola, Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,133000, Taman Lingkungan 
Taman Cempaka Putih Tengah XXVII, Jakarta Pusat , Cempaka Putih , Cempaka Putih Timur ,465, Taman Lingkungan 
Taman Zainal Arifin, Jakarta Pusat , Gambir , -   ,198, Taman Lingkungan 
Taman pembangunan II, Jakarta Pusat , Gambir , -   ,1125, Taman Lingkungan 
Taman Tanah Abang V, Jakarta Pusat , Gambir , -   ,75, Taman Lingkungan 
Taman Jatibaru Sgt Bengkel, Jakarta Pusat , Gambir , -   ,157, Taman Lingkungan 
Taman Batanghari Sgt, Jakarta Pusat , Gambir , -   ,61, Taman Lingkungan 
Taman Petojo Sabangan VI, Jakarta Pusat , Gambir , -   ,363, Taman Lingkungan 
Taman Thomas, Jakarta Pusat , Gambir , -   ,262, Taman Lingkungan 
REFUNGSI SPBU NO. 32-10102 Jl.Tanah Abang Timur (ABRI), Jakarta Pusat , Gambir , -   ,700, Taman Lingkungan 
Taman Jatibaru FO Lampu Merah Kanan, Jakarta Pusat , Gambir , -   ,368, Taman Lingkungan 
Taman Cilamaya, Jakarta Pusat , Gambir , Cideng ,829, Taman Lingkungan 
Taman Kota Baru, Jakarta Pusat , Gambir , Cideng ,1846, Taman Lingkungan 
Taman Jatibaru I, Jakarta Pusat , Gambir , Cideng ,228, Taman Lingkungan 
Taman Biak Musi, Jakarta Pusat , Gambir , Cideng ,349, Taman Lingkungan 
Taman Batanghari III, Jakarta Pusat , Gambir , Cideng ,640, Taman Lingkungan 
Taman Cimanuk, Jakarta Pusat , Gambir , Cideng ,372, Taman Lingkungan 
Taman Tomang Jembatan, Jakarta Pusat , Gambir , Cideng ,2702, Taman Lingkungan 
Taman Jatibaru Sgt (St Kudus), Jakarta Pusat , Gambir , Cideng ,218, Taman Lingkungan 
Taman Brantas, Jakarta Pusat , Gambir , Cideng ,1511, Taman Lingkungan 
Taman Ternate, Jakarta Pusat , Gambir , Cideng ,1850, Taman Lingkungan 
Taman Jatibaru SGT FO, Jakarta Pusat , Gambir , Cideng ,1118, Taman Lingkungan 
Taman Biak Ex SPBU, Jakarta Pusat , Gambir , Cideng ,627, Taman Lingkungan 
Taman Batanghari I, Jakarta Pusat , Gambir , Cideng ,515, Taman Lingkungan 
Taman Citarum Komplek DPU, Jakarta Pusat , Gambir , Cideng ,326, Taman Lingkungan 
Taman Batanghari, Jakarta Pusat , Gambir , Cideng ,1000, Taman Lingkungan 
Taman Petojo Selatan XI, Jakarta Pusat , Gambir , Cideng ,1015, Taman Lingkungan 
Taman Duri Pulo, Jakarta Pusat , Gambir , Duri Pulo ,2252, Taman Lingkungan 
Taman Ged. Kel. Duri Pulo, Jakarta Pusat , Gambir , Duri Pulo ,2267, Taman Lingkungan 
Taman Eks SPBU No.31-10302 Jl.Tanah Abang Timur (Swasta), Jakarta Pusat , Gambir , Gambir ,786, Taman Lingkungan 
Taman Tidore, Jakarta Pusat , Gambir , Gambir ,2706, Taman Lingkungan 
Taman DDN (Samping Rel), Jakarta Pusat , Gambir , Gambir ,684, Taman Lingkungan 
Taman Chairil Anwar, Jakarta Pusat , Gambir , Gambir ,1558, Taman Lingkungan 
Taman Segitiga Komplek, Jakarta Pusat , Gambir , Gambir ,218, Taman Lingkungan 
Taman Pulo-pulo Pecenongan, Jakarta Pusat , Gambir , Kebon Kelapa ,30, Taman Lingkungan 
Taman Tanah Abang III Sgt, Jakarta Pusat , Gambir , Petojo Selatan ,81, Taman Lingkungan 
Taman Tanah Abang I, Jakarta Pusat , Gambir , Petojo Selatan ,879, Taman Lingkungan 
JH Museum, Jakarta Pusat , Gambir , Petojo Selatan ,889, Taman Lingkungan 
Taman Petojo Sabangan VII, Jakarta Pusat , Gambir , Petojo Selatan ,32287, Taman Lingkungan 
Taman Petojo Selatan IX, Jakarta Pusat , Gambir , Petojo Selatan ,435, Taman Lingkungan 
Taman Tanah Abang Timur, Jakarta Pusat , Gambir , Petojo Selatan ,3470, Taman Lingkungan 
Taman Tanah Abang III, Jakarta Pusat , Gambir , Petojo Selatan ,964, Taman Lingkungan 
Taman Petojo Utara I, Jakarta Pusat , Gambir , Petojo Utara ,300, Taman Lingkungan 
Taman Petojo Selatan 2, Jakarta Pusat , Gambir , Petojo Utara ,1135, Taman Lingkungan 
Taman Pejambon, Jakarta Pusat , Gambir , Senen ,805, Taman Lingkungan 
Taman Rawa Selatan II Rw 04, Jakarta Pusat , Johar Baru , -   ,444, Taman Lingkungan 
Taman Galur, Jakarta Pusat , Johar Baru , Galur ,1000, Taman Lingkungan 
Taman Gembrong, Jakarta Pusat , Johar Baru , Galur ,1000, Taman Lingkungan 
Taman Rawa Tengah Rw 07, Jakarta Pusat , Johar Baru , Galur ,315, Taman Lingkungan 
Taman Rawa Tengah, Jakarta Pusat , Johar Baru , Galur ,1000, Taman Lingkungan 
Taman Segitiga Sentiong, Jakarta Pusat , Johar Baru , Johar Baru ,629, Taman Lingkungan 
Taman Percetakan Negara II Gg.UU, Jakarta Pusat , Johar Baru , Johar Baru ,153, Taman Lingkungan 
Taman Kecamatan (Tanah Tinggi), Jakarta Pusat , Johar Baru , Johar Baru ,2500, Taman Lingkungan 
Taman Sentiong, Jakarta Pusat , Johar Baru , Johar Baru ,396, Taman Lingkungan 
Taman Perc Negara, Jakarta Pusat , Johar Baru , Johar Baru ,1000, Taman Lingkungan 
Taman Kramat Jaya Baru V, Jakarta Pusat , Johar Baru , Johar Baru ,517, Taman Lingkungan 
Taman Krajaba V, Jakarta Pusat , Johar Baru , Johar Baru ,502, Taman Lingkungan 
Taman Komp Perc Negara, Jakarta Pusat , Johar Baru , Johar Baru ,1000, Taman Lingkungan 
Taman Rw. 002 (SDN 13), Jakarta Pusat , Johar Baru , Johar Baru ,484, Taman Lingkungan 
Taman Gang UU, Jakarta Pusat , Johar Baru , Johar Baru ,215, Taman Lingkungan 
Taman Putra Pandawa, Jakarta Pusat , Johar Baru , Johar Baru ,1094, Taman Lingkungan 
Taman Kali Pulo Gundul Selatan, Jakarta Pusat , Johar Baru , Johar Baru ,666, Taman Lingkungan 
Taman Jati Baru Utara I, Jakarta Pusat , Johar Baru , Johar Baru ,153, Taman Lingkungan 
Taman Johar Baru Utara I, Jakarta Pusat , Johar Baru , Johar Baru ,214, Taman Lingkungan 
Taman Rawa Selatan II Rw 05, Jakarta Pusat , Johar Baru , Kampung Rawa ,210, Taman Lingkungan 
Taman Babusalam, Jakarta Pusat , Johar Baru , Kampung Rawa ,344, Taman Lingkungan 
Taman Rasela I, Jakarta Pusat , Johar Baru , Kampung Rawa ,1000, Taman Lingkungan 
Taman Rasela II, Jakarta Pusat , Johar Baru , Kampung Rawa ,455, Taman Lingkungan 
Taman Abimanyu, Jakarta Pusat , Johar Baru , Tanah Tinggi ,884, Taman Lingkungan 
Taman Kali Pulo Gundul Utara, Jakarta Pusat , Johar Baru , Tanah Tinggi ,228, Taman Lingkungan 
Taman Ex Tanah Tinggi, Jakarta Pusat , Johar Baru , Tanah Tinggi ,614, Taman Lingkungan 
Taman Galur Ex Kebakaran, Jakarta Pusat , Johar Baru , Tanah Tinggi ,176, Taman Lingkungan 
Taman Ex Kelurahan Tanah Tinggi, Jakarta Pusat , Johar Baru , Tanah Tinggi ,735, Taman Lingkungan 
Taman Putra Pendawa (Tanah Tinggi A), Jakarta Pusat , Johar Baru , Tanah Tinggi ,1100, Taman Lingkungan 
Taman Harapan Mulya Rw 05, Jakarta Pusat , Kemayoran , -   ,915, Taman Lingkungan 
Taman Serdang, Jakarta Pusat , Kemayoran , Serdang ,703, Taman Lingkungan 
Taman Taruna, Jakarta Pusat , Kemayoran , Serdang ,346, Taman Lingkungan 
Taman Mutiara, Jakarta Pusat , Kemayoran , Sumur Batu ,1234, Taman Lingkungan 
"Taman Sari Ayu , ex TPU", Jakarta Pusat , Kemayoran , Sumur Batu ,734, Taman Lingkungan 
Taman Sumur Batu, Jakarta Pusat , Kemayoran , Sumur Batu ,519, Taman Lingkungan 
Taman Pirus, Jakarta Pusat , Kemayoran , Sumur Batu ,1335, Taman Lingkungan 
Taman Intan, Jakarta Pusat , Kemayoran , Sumur Batu ,673, Taman Lingkungan 
Taman Sumur Batu Dep. STaman, Jakarta Pusat , Kemayoran , Sumur Batu ,100, Taman Lingkungan 
Taman Topaz, Jakarta Pusat , Kemayoran , Sumur Batu ,563, Taman Lingkungan 
Taman Roket, Jakarta Pusat , Kemayoran , Sumur Batu ,666, Taman Lingkungan 
Taman Mortir, Jakarta Pusat , Kemayoran , Sumur Batu ,741, Taman Lingkungan 
Taman Kediri, Jakarta Pusat , Menteng , -   ,439, Taman Lingkungan 
REFUNGSI SPBU NO. 34-10302 Jl.Sumenep, Jakarta Pusat , Menteng , -   ,1530, Taman Lingkungan 
Taman Tanjung, Jakarta Pusat , Menteng , -   ,262, Taman Lingkungan 
Taman Tani Sgt (Wakhid Hasyim), Jakarta Pusat , Menteng , -   ,61, Taman Lingkungan 
Taman Blitar, Jakarta Pusat , Menteng , -   ,471, Taman Lingkungan 
Taman Anyer, Jakarta Pusat , Menteng , -   ,487, Taman Lingkungan 
Taman Probolinggo Trapesium, Jakarta Pusat , Menteng , Cikini ,327, Taman Lingkungan 
Taman Sgt Cikini ( Dpn Golkar ), Jakarta Pusat , Menteng , Cikini ,2013, Taman Lingkungan 
Taman Probolinggo Sgt II, Jakarta Pusat , Menteng , Cikini ,16, Taman Lingkungan 
Taman Ismail Marzuki, Jakarta Pusat , Menteng , Cikini ,1072, Taman Lingkungan 
Taman Kali Pasir, Jakarta Pusat , Menteng , Cikini ,84, Taman Lingkungan 
Taman Cikini Sgt I, Jakarta Pusat , Menteng , Cikini ,391, Taman Lingkungan 
Taman Cikini, Jakarta Pusat , Menteng , Cikini ,220, Taman Lingkungan 
Taman Teuku Umar Segitiga (Imigrasi), Jakarta Pusat , Menteng , Gondangdia ,151, Taman Lingkungan 
Taman Cendana, Jakarta Pusat , Menteng , Gondangdia ,90, Taman Lingkungan 
Taman Teuku Umar Sgt II, Jakarta Pusat , Menteng , Gondangdia ,95, Taman Lingkungan 
Taman Maluku, Jakarta Pusat , Menteng , Gondangdia ,144, Taman Lingkungan 
Taman Teuku Umar Segitiga, Jakarta Pusat , Menteng , Gondangdia ,113, Taman Lingkungan 
Taman Boplo Mesjid, Jakarta Pusat , Menteng , Gondangdia ,40, Taman Lingkungan 
Taman Gssy Ratulangi, Jakarta Pusat , Menteng , Gondangdia ,128, Taman Lingkungan 
Taman Sgtg Sumatra, Jakarta Pusat , Menteng , Gondangdia ,1000, Taman Lingkungan 
Taman Jawa Segitiga, Jakarta Pusat , Menteng , Gondangdia ,150, Taman Lingkungan 
Taman Agus Salim Bunderan, Jakarta Pusat , Menteng , Gondangdia ,780, Taman Lingkungan 
Taman Dibwh Rel KA Layang Pegangsaan Brt, Jakarta Pusat , Menteng , Gondangdia ,1000, Taman Lingkungan 
Taman Theresia, Jakarta Pusat , Menteng , Gondangdia ,135, Taman Lingkungan 
Taman Theresia Sgt I, Jakarta Pusat , Menteng , Gondangdia ,198, Taman Lingkungan 
Taman Boplo Pasar, Jakarta Pusat , Menteng , Gondangdia ,64, Taman Lingkungan 
Taman Cut Nyak Dien Sgt, Jakarta Pusat , Menteng , Gondangdia ,217, Taman Lingkungan 
Taman Teuku Umar Pulau-pulau, Jakarta Pusat , Menteng , Gondangdia ,153, Taman Lingkungan 
Taman Cut Mutiah, Jakarta Pusat , Menteng , Gondangdia ,288, Taman Lingkungan 
Taman Rasamala, Jakarta Pusat , Menteng , Gondangdia ,221, Taman Lingkungan 
Taman Bunderan Air Mancur, Jakarta Pusat , Menteng , Gondangdia ,1263, Taman Lingkungan 
Taman Kemiri, Jakarta Pusat , Menteng , Gondangdia ,58, Taman Lingkungan 
Taman Cemara, Jakarta Pusat , Menteng , Gondangdia ,123, Taman Lingkungan 
Taman Segitiga Jawa, Jakarta Pusat , Menteng , Gondangdia ,200, Taman Lingkungan 
Taman Gereja Theresia Segitiga, Jakarta Pusat , Menteng , Gondangdia ,140, Taman Lingkungan 
Taman Yusuf Adiwinata, Jakarta Pusat , Menteng , Gondangdia ,196, Taman Lingkungan 
Taman Agus Salim Sgt, Jakarta Pusat , Menteng , Gondangdia ,407, Taman Lingkungan 
Taman Syam Ratulangi Segitiga, Jakarta Pusat , Menteng , Gondangdia ,30, Taman Lingkungan 
Taman Kali Ciliwung (Kbn Sirih), Jakarta Pusat , Menteng , Kebon Sirih ,3000, Taman Lingkungan 
Taman Kali Ciliwung (Menteng), Jakarta Pusat , Menteng , Kebon Sirih ,883, Taman Lingkungan 
Taman Patung Tani, Jakarta Pusat , Menteng , Kebon Sirih ,9818, Taman Lingkungan 
JH Kebon Sirih Raya, Jakarta Pusat , Menteng , Kebon Sirih ,9448, Taman Lingkungan 
Taman Kedutaan Jerman Segitiga, Jakarta Pusat , Menteng , Menteng ,496, Taman Lingkungan 
Taman Sunda Kelapa, Jakarta Pusat , Menteng , Menteng ,121, Taman Lingkungan 
Taman Pegangsaan Barat, Jakarta Pusat , Menteng , Menteng ,54, Taman Lingkungan 
Taman Surabaya Sgt II, Jakarta Pusat , Menteng , Menteng ,112, Taman Lingkungan 
Taman Situbondo (Kodok), Jakarta Pusat , Menteng , Menteng ,2938, Taman Lingkungan 
Taman Cilacap, Jakarta Pusat , Menteng , Menteng ,371, Taman Lingkungan 
Taman Salatiga, Jakarta Pusat , Menteng , Menteng ,251, Taman Lingkungan 
Taman Kudus, Jakarta Pusat , Menteng , Menteng ,491, Taman Lingkungan 
Taman Probolinggo, Jakarta Pusat , Menteng , Menteng ,1982, Taman Lingkungan 
Taman Piaduk Laturharhary, Jakarta Pusat , Menteng , Menteng ,4250, Taman Lingkungan 
Taman Lawang Sgt II, Jakarta Pusat , Menteng , Menteng ,51, Taman Lingkungan 
Taman Latuharhary Sgt, Jakarta Pusat , Menteng , Menteng ,58, Taman Lingkungan 
Taman IZZI, Jakarta Pusat , Menteng , Menteng ,155, Taman Lingkungan 
Taman Kedutaan German, Jakarta Pusat , Menteng , Menteng ,306, Taman Lingkungan 
Taman Karawang, Jakarta Pusat , Menteng , Menteng ,332, Taman Lingkungan 
Taman Sunda Kelapa Sgt II, Jakarta Pusat , Menteng , Menteng ,18, Taman Lingkungan 
Taman Eks SPBU No.31-10301 Jl.Diponegoro, Jakarta Pusat , Menteng , Menteng ,941, Taman Lingkungan 
Taman Sukabumi, Jakarta Pusat , Menteng , Menteng ,2337, Taman Lingkungan 
Taman Panarukan, Jakarta Pusat , Menteng , Menteng ,963, Taman Lingkungan 
Taman Pasuruan/Semarang, Jakarta Pusat , Menteng , Menteng ,398, Taman Lingkungan 
Taman Sawo, Jakarta Pusat , Menteng , Menteng ,536, Taman Lingkungan 
Taman Megaria Ex Polisi, Jakarta Pusat , Menteng , Menteng ,1707, Taman Lingkungan 
Taman Lumajang, Jakarta Pusat , Menteng , Menteng ,2916, Taman Lingkungan 
Taman Kartini, Jakarta Pusat , Menteng , Menteng ,2567, Taman Lingkungan 
Taman Latuharhary, Jakarta Pusat , Menteng , Menteng ,1676, Taman Lingkungan 
Taman Sgtg Menteng Raya, Jakarta Pusat , Menteng , Menteng ,1000, Taman Lingkungan 
Taman Pekalongan, Jakarta Pusat , Menteng , Menteng ,99, Taman Lingkungan 
Taman Lawang, Jakarta Pusat , Menteng , Menteng ,752, Taman Lingkungan 
Taman Sukabumi Sgt, Jakarta Pusat , Menteng , Menteng ,55, Taman Lingkungan 
Taman Teuku Umar, Jakarta Pusat , Menteng , Menteng ,1068, Taman Lingkungan 
Taman Kimia Sgt, Jakarta Pusat , Menteng , Pegangsaan ,36, Taman Lingkungan 
Taman Megaria Sgt II, Jakarta Pusat , Menteng , Pegangsaan ,75, Taman Lingkungan 
Taman Bonang, Jakarta Pusat , Menteng , Pegangsaan ,434, Taman Lingkungan 
Taman Amir Hamzah, Jakarta Pusat , Menteng , Pegangsaan ,3480, Taman Lingkungan 
Taman Matraman Sgt, Jakarta Pusat , Menteng , Pegangsaan ,107, Taman Lingkungan 
Taman Penataran, Jakarta Pusat , Menteng , Pegangsaan ,592, Taman Lingkungan 
Taman Kimia, Jakarta Pusat , Menteng , Pegangsaan ,651, Taman Lingkungan 
Taman Tambak Ujung, Jakarta Pusat , Menteng , Pegangsaan ,655, Taman Lingkungan 
Taman Tambak II, Jakarta Pusat , Menteng , Pegangsaan ,94, Taman Lingkungan 
Taman Monumen Perjuangan, Jakarta Pusat , Menteng , Pegangsaan ,22383, Taman Lingkungan 
Taman Megaria, Jakarta Pusat , Menteng , Pegangsaan ,113, Taman Lingkungan 
Taman Kali Ciliwung (Pegangsaan A), Jakarta Pusat , Menteng , Pegangsaan ,593, Taman Lingkungan 
Taman Matraman Dalam (Pegangsaan), Jakarta Pusat , Menteng , Pegangsaan ,50, Taman Lingkungan 
Taman Rajawali Selatan (Pos Po, Jakarta Pusat , Sawah Besar , -   ,144, Taman Lingkungan 
Taman Mangga Dua Dalam, Jakarta Pusat , Sawah Besar , -   ,1000, Taman Lingkungan 
Taman Jayakarta P. Sgt, Jakarta Pusat , Sawah Besar , -   ,1002, Taman Lingkungan 
Taman Kali Lio ( Dp Depkeu ), Jakarta Pusat , Sawah Besar , Pasar Baru ,387, Taman Lingkungan 
"REFUNGSI SPBU NO. 32-10701 Jl.Wahidin,Dr (ABRI)", Jakarta Pusat , Sawah Besar , Pasar Baru ,1000, Taman Lingkungan 
Taman Segitiga Istiqlal, Jakarta Pusat , Sawah Besar , Pasar Baru ,390, Taman Lingkungan 
Taman Masjid Istiqlal, Jakarta Pusat , Sawah Besar , Pasar Baru ,1000, Taman Lingkungan 
Taman Adipura Kencana, Jakarta Pusat , Sawah Besar , Pasar Baru ,218, Taman Lingkungan 
Taman Dr Wahidin, Jakarta Pusat , Sawah Besar , Pasar Baru ,1141, Taman Lingkungan 
"REFUNGSI SPBU NO. 34-10601 Jl.Wahidin,Dr (Swasta)", Jakarta Pusat , Sawah Besar , Pasar Baru ,1124, Taman Lingkungan 
Taman Istiqlal, Jakarta Pusat , Sawah Besar , Pasar Baru ,608, Taman Lingkungan 
Taman Industri sgt, Jakarta Pusat , Sawah Besar , Pasar Baru ,244, Taman Lingkungan 
Taman Matraman Fly Over, Jakarta Pusat , Senen , -   ,629, Taman Lingkungan 
Taman Sentiong Ujung, Jakarta Pusat , Senen , -   ,356, Taman Lingkungan 
Taman Depan GPRS, Jakarta Pusat , Senen , -   ,250, Taman Lingkungan 
REFUNGSI SPBU NO. 34-10303 Jl.Kwitang Raya (Sisi Barat), Jakarta Pusat , Senen , -   ,730, Taman Lingkungan 
Taman Kecamatan Ktr, Jakarta Pusat , Senen , -   ,43, Taman Lingkungan 
Taman Kwitang Timur, Jakarta Pusat , Senen , Bungur ,264, Taman Lingkungan 
Taman Kwitang Timur Ujung, Jakarta Pusat , Senen , Bungur ,236, Taman Lingkungan 
Taman Mencos Eks Pasar, Jakarta Pusat , Senen , Gelora ,360, Taman Lingkungan 
Taman Tongkang, Jakarta Pusat , Senen , Gelora ,1000, Taman Lingkungan 
Taman Segitiga Jl. Raden Saleh, Jakarta Pusat , Senen , Kenari ,250, Taman Lingkungan 
Taman Matraman Dalam (Kenari), Jakarta Pusat , Senen , Kenari ,336, Taman Lingkungan 
Taman MCK RW 01, Jakarta Pusat , Senen , Kenari ,148, Taman Lingkungan 
Taman Perpus Nasional Salemba, Jakarta Pusat , Senen , Kramat ,1000, Taman Lingkungan 
